0.7021925898555771	Pacific Alliance
0.6429041192741215	North America
0.6408587655399222	North American Free Trade Agreement (NAFTA)
0.6353394947948044	Non-EU south-eastern Europe
0.6334951481386073	Other Asia
0.6235559014329822	Association of Southeast Asian Nations (ASEAN)
0.6205362447487585	World excluding Hong Kong re-exports
0.6198086829316	Thailand
0.6170894049849751	Malaysia
0.6143868898709848	Developed Economies
0.6041283650193906	Europe
0.6028990747613738	Developed Asia
0.5953611911563099	European Union (28)
0.5929945633407403	European Union (27)
0.5866853538291782	United States of America
0.5761868198083903	Non-EU Western Europe
0.5730291465230938	Brazil
0.5686036087233866	Southern African Development Community (SADC)
0.5658622143966844	South and Central America and the Caribbean
0.56436266896076	Southern Common Market (MERCOSUR)
0.5593069988832513	Middle East
0.5592182576445257	Mexico
0.5578875790785153	Philippines
0.5576516853422326	Australia and New Zealand
0.556887226540146	Asia excluding Hong Kong re-exports
0.5509684658321347	Commonwealth of Independent States (CIS), including associate and former member States
0.5507673558569675	Other CIS (CIS11)
0.5470452814477695	Developing Asia
0.5416434750834794	Africa
0.5346273085832052	Six East Asian traders
0.5316662607130318	Least-developed countries, current membership
0.5255627294018594	Other Africa
0.5232702317054483	Colombia
0.5208131234547274	Lithuania
0.5195150868104157	COMESA (Common Market for Eastern and Southern Africa)
0.517310305410725	Belgium
0.5141140491210074	Portugal
0.5092247077113646	Croatia
0.5073469057741655	Poland
0.5050004091711422	Romania
0.5035661608236904	Argentina
0.5035305114024761	West African Economic and Monetary Union (WAEMU)
0.5022141967400043	Singapore
0.49640744137618786	Japan
0.4949308725012592	South Africa
0.4916259079075672	Hungary
0.48402691085645183	Tunisia
0.48325378729757174	France
0.47472288756999337	Four East Asian traders
0.4720925768382519	Uruguay
0.4714542001139592	Bulgaria
0.4701152486449616	Turkey
0.46520435866105503	Spain
0.4633728586310312	Italy
0.4611262708384265	Estonia
0.4603104734143444	ECOWAS (Economic Community of West African States)
0.4591254575618963	Slovenia
0.45626424741264776	Serbia
0.452161206056456	Finland
0.4505560112060785	Bosnia and Herzegovina
0.4503365960449231	Indonesia
0.450333538899785	Sweden
0.44883482678205394	Andean Community (ANDEAN)
0.4478316008575676	Russian Federation
0.44713320683216123	Montserrat
0.44300923615531673	Germany
0.44045915482423337	Norway
0.438758518041398	Greece
0.43836519239520594	Austria
0.43374334199979836	Cyprus
0.4337282471715256	Czech Republic
0.43212038578089473	Georgia
0.43157694361008037	India
0.4301259801544463	Barbados
0.4286564447765017	United Kingdom
0.42573845525352955	Denmark
0.4205528006055422	Belarus
0.41744282630733387	Ireland
0.41292684972136817	Australia
0.4123289721708045	Antigua and Barbuda
0.41205871622249857	Netherlands
0.40850001150944093	Jordan
0.4064292216812332	Switzerland
0.4048489771020208	Luxembourg
0.4025338186836724	Chile
0.4021948786079076	Lebanese Republic
0.3969883502033736	Costa Rica
0.3947328786754017	Paraguay
0.39464203386584074	Slovak Republic
0.391770304832295	Ukraine
0.3906133372040621	Albania
0.3870997685380281	Bhutan
0.3860550703411947	Egypt
0.38408025535653006	Belgium-Luxembourg
0.38387426881591047	New Zealand
0.3821879796124761	European Union (15)
0.3795793793864386	Latvia
0.3782365847927461	Bolivia, Plurinational State of
0.37796858063056366	Grenada
0.37599404158256156	Togo
0.3725351384274829	Malta
0.37211538871790595	Viet Nam
0.3673523144430533	Senegal
0.3672755494168134	Kyrgyz Republic
0.3656178341820992	Korea, Republic of
0.36468628228324257	Morocco
0.3613610783458438	Lesotho
0.3605411190758791	Macao, China
0.35846136260726036	Ecuador
0.3582889572504363	United Arab Emirates
0.3570357912759356	French Polynesia
0.3561887681278097	Central African Economic and Monetary Community (CAEMC)
0.3531505211498888	Uganda
0.35238829845659825	Montenegro
0.3485786464997793	Namibia
0.34741538748406614	Oman
0.3458616501225976	Saint Lucia
0.3444980966838335	Iceland
0.34020313153675913	Zambia
0.3392041132701479	Kenya
0.3366333224931785	Fiji
0.3332170914682777	Peru
0.3330349008402904	Iran
0.3286010913130877	Panama
0.3273051649955548	Armenia
